x,y,z
0.0,0.0,-4.9999999999999996e-05
2.25e-06,0.0,-4.9999999999999996e-05
2.25e-06,0.0,4.9999999999999996e-05
0.0,0.0,4.9999999999999996e-05
2.2067668809072683e-06,4.389532245362885e-07,-4.9999999999999996e-05
2.2067668809072683e-06,4.389532245362885e-07,4.9999999999999996e-05
2.078728948150395e-06,8.61037722821452e-07,-4.9999999999999996e-05
2.078728948150395e-06,8.61037722821452e-07,4.9999999999999996e-05
1.8708066276807267e-06,1.250033024294105e-06,-4.9999999999999996e-05
1.8708066276807267e-06,1.250033024294105e-06,4.9999999999999996e-05
1.590990257669732e-06,1.5909902576697318e-06,-4.9999999999999996e-05
1.590990257669732e-06,1.5909902576697318e-06,4.9999999999999996e-05
1.2500330242941051e-06,1.8708066276807267e-06,-4.9999999999999996e-05
1.2500330242941051e-06,1.8708066276807267e-06,4.9999999999999996e-05
8.610377228214521e-07,2.078728948150395e-06,-4.9999999999999996e-05
8.610377228214521e-07,2.078728948150395e-06,4.9999999999999996e-05
4.3895322453628874e-07,2.2067668809072683e-06,-4.9999999999999996e-05
4.3895322453628874e-07,2.2067668809072683e-06,4.9999999999999996e-05
1.3777276490407723e-22,2.25e-06,-4.9999999999999996e-05
1.3777276490407723e-22,2.25e-06,4.9999999999999996e-05
-4.389532245362884e-07,2.2067668809072683e-06,-4.9999999999999996e-05
-4.389532245362884e-07,2.2067668809072683e-06,4.9999999999999996e-05
-8.610377228214518e-07,2.078728948150395e-06,-4.9999999999999996e-05
-8.610377228214518e-07,2.078728948150395e-06,4.9999999999999996e-05
-1.2500330242941045e-06,1.8708066276807273e-06,-4.9999999999999996e-05
-1.2500330242941045e-06,1.8708066276807273e-06,4.9999999999999996e-05
-1.5909902576697318e-06,1.590990257669732e-06,-4.9999999999999996e-05
-1.5909902576697318e-06,1.590990257669732e-06,4.9999999999999996e-05
-1.8708066276807269e-06,1.250033024294105e-06,-4.9999999999999996e-05
-1.8708066276807269e-06,1.250033024294105e-06,4.9999999999999996e-05
-2.078728948150395e-06,8.610377228214523e-07,-4.9999999999999996e-05
-2.078728948150395e-06,8.610377228214523e-07,4.9999999999999996e-05
-2.2067668809072683e-06,4.3895322453628937e-07,-4.9999999999999996e-05
-2.2067668809072683e-06,4.3895322453628937e-07,4.9999999999999996e-05
-2.25e-06,2.7554552980815445e-22,-4.9999999999999996e-05
-2.25e-06,2.7554552980815445e-22,4.9999999999999996e-05
-2.2067668809072683e-06,-4.389532245362888e-07,-4.9999999999999996e-05
-2.2067668809072683e-06,-4.389532245362888e-07,4.9999999999999996e-05
-2.0787289481503954e-06,-8.610377228214517e-07,-4.9999999999999996e-05
-2.0787289481503954e-06,-8.610377228214517e-07,4.9999999999999996e-05
-1.8708066276807273e-06,-1.2500330242941045e-06,-4.9999999999999996e-05
-1.8708066276807273e-06,-1.2500330242941045e-06,4.9999999999999996e-05
-1.5909902576697322e-06,-1.5909902576697318e-06,-4.9999999999999996e-05
-1.5909902576697322e-06,-1.5909902576697318e-06,4.9999999999999996e-05
-1.250033024294105e-06,-1.8708066276807267e-06,-4.9999999999999996e-05
-1.250033024294105e-06,-1.8708066276807267e-06,4.9999999999999996e-05
-8.610377228214532e-07,-2.0787289481503946e-06,-4.9999999999999996e-05
-8.610377228214532e-07,-2.0787289481503946e-06,4.9999999999999996e-05
-4.389532245362895e-07,-2.206766880907268e-06,-4.9999999999999996e-05
-4.389532245362895e-07,-2.206766880907268e-06,4.9999999999999996e-05
-4.1331829471223166e-22,-2.25e-06,-4.9999999999999996e-05
-4.1331829471223166e-22,-2.25e-06,4.9999999999999996e-05
4.389532245362887e-07,-2.2067668809072683e-06,-4.9999999999999996e-05
4.389532245362887e-07,-2.2067668809072683e-06,4.9999999999999996e-05
8.610377228214525e-07,-2.078728948150395e-06,-4.9999999999999996e-05
8.610377228214525e-07,-2.078728948150395e-06,4.9999999999999996e-05
1.2500330242941043e-06,-1.8708066276807273e-06,-4.9999999999999996e-05
1.2500330242941043e-06,-1.8708066276807273e-06,4.9999999999999996e-05
1.5909902576697314e-06,-1.5909902576697322e-06,-4.9999999999999996e-05
1.5909902576697314e-06,-1.5909902576697322e-06,4.9999999999999996e-05
1.8708066276807267e-06,-1.250033024294105e-06,-4.9999999999999996e-05
1.8708066276807267e-06,-1.250033024294105e-06,4.9999999999999996e-05
2.0787289481503946e-06,-8.610377228214533e-07,-4.9999999999999996e-05
2.0787289481503946e-06,-8.610377228214533e-07,4.9999999999999996e-05
2.206766880907268e-06,-4.389532245362896e-07,-4.9999999999999996e-05
2.206766880907268e-06,-4.389532245362896e-07,4.9999999999999996e-05
