x,y,z
9.081909436941671e-06,1.3992260389364466e-05,-4.9999999999999996e-06
9.581909436941672e-06,1.3992260389364466e-05,-4.9999999999999996e-06
9.581909436941672e-06,1.3992260389364466e-05,4.9999999999999996e-06
9.081909436941671e-06,1.3992260389364466e-05,4.9999999999999996e-06
9.572302077143287e-06,1.4089805550372531e-05,-4.9999999999999996e-06
9.572302077143287e-06,1.4089805550372531e-05,4.9999999999999996e-06
9.543849203197314e-06,1.4183602105547013e-05,-4.9999999999999996e-06
9.543849203197314e-06,1.4183602105547013e-05,4.9999999999999996e-06
9.497644243092944e-06,1.4270045505874268e-05,-4.9999999999999996e-06
9.497644243092944e-06,1.4270045505874268e-05,4.9999999999999996e-06
9.435462827534944e-06,1.434581377995774e-05,-4.9999999999999996e-06
9.435462827534944e-06,1.434581377995774e-05,4.9999999999999996e-06
9.359694553451472e-06,1.440799519551574e-05,-4.9999999999999996e-06
9.359694553451472e-06,1.440799519551574e-05,4.9999999999999996e-06
9.273251153124216e-06,1.445420015562011e-05,-4.9999999999999996e-06
9.273251153124216e-06,1.445420015562011e-05,4.9999999999999996e-06
9.179454597949736e-06,1.4482653029566082e-05,-4.9999999999999996e-06
9.179454597949736e-06,1.4482653029566082e-05,4.9999999999999996e-06
9.081909436941671e-06,1.4492260389364467e-05,-4.9999999999999996e-06
9.081909436941671e-06,1.4492260389364467e-05,4.9999999999999996e-06
8.984364275933608e-06,1.4482653029566082e-05,-4.9999999999999996e-06
8.984364275933608e-06,1.4482653029566082e-05,4.9999999999999996e-06
8.890567720759126e-06,1.445420015562011e-05,-4.9999999999999996e-06
8.890567720759126e-06,1.445420015562011e-05,4.9999999999999996e-06
8.804124320431871e-06,1.440799519551574e-05,-4.9999999999999996e-06
8.804124320431871e-06,1.440799519551574e-05,4.9999999999999996e-06
8.728356046348398e-06,1.434581377995774e-05,-4.9999999999999996e-06
8.728356046348398e-06,1.434581377995774e-05,4.9999999999999996e-06
8.666174630790398e-06,1.4270045505874268e-05,-4.9999999999999996e-06
8.666174630790398e-06,1.4270045505874268e-05,4.9999999999999996e-06
8.619969670686028e-06,1.4183602105547013e-05,-4.9999999999999996e-06
